Account,Organization,Program,Transaction Date,Type,Document,Description,Commit Type,Fund,Column1,Column2,Activity Date,Field,Amount,Increase/Decrease,FY,Account Category,Account Desc
101111,31230,103,8/23/2021 19:58,CHS1,F0125899,IMBA Program,U,139020,,,8/23/2021 23:59,YTD,3817.13,+,2022,Revenue,Grad Res Tuition
101111,31230,103,8/18/2021 19:51,CHS1,F0125762,IMBA Program,U,139020,,,8/18/2021 23:59,YTD,3817.13,+,2022,Revenue,Grad Res Tuition
101111,31230,103,8/18/2021 19:50,CHS1,F0125747,IMBA Program,U,139020,,,8/18/2021 23:59,YTD,3817.13,+,2022,Revenue,Grad Res Tuition
101111,31230,103,8/4/2021 19:42,CHS1,F0125264,IMBA Resident Tuition,U,139020,,,8/4/2021 23:59,YTD,262.17,+,2022,Revenue,Grad Res Tuition
101111,31230,103,8/2/2021 19:43,CHS1,F0125203,IMBA Program,U,139020,,,8/2/2021 23:59,YTD,3817.13,+,2022,Revenue,Grad Res Tuition
101111,31230,103,7/29/2021 19:43,CHS1,F0125113,IMBA Program,U,139020,,,7/29/2021 23:59,YTD,-3817.13,-,2022,Revenue,Grad Res Tuition
101111,31230,103,7/27/2021 19:45,CHS1,F0125031,IMBA Program,U,139020,,,7/27/2021 23:59,YTD,7634.26,+,2022,Revenue,Grad Res Tuition
101111,31230,103,7/22/2021 19:40,CHS1,F0124871,IMBA Program,U,139020,,,7/22/2021 23:59,YTD,7634.26,+,2022,Revenue,Grad Res Tuition
101111,31230,103,7/16/2021 19:43,CHS1,F0124684,IMBA Program,U,139020,,,7/16/2021 23:59,YTD,3817.13,+,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:33,CHS1,F0124388,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,-16965,-,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:33,CHS1,F0124388,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,20358,+,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:33,CHS1,F0124387,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,-33930,-,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:33,CHS1,F0124387,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,40716,+,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:31,CHS1,F0124371,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,-16965,-,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:31,CHS1,F0124371,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,20358,+,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:30,CHS1,F0124367,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,-33930,-,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:30,CHS1,F0124367,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,40716,+,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:30,CHS1,F0124366,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,-16965,-,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:30,CHS1,F0124366,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,20358,+,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:28,CHS1,F0124350,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,-16965,-,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:28,CHS1,F0124350,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,20358,+,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:28,CHS1,F0124349,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,-16965,-,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:28,CHS1,F0124349,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,20358,+,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:28,CHS1,F0124346,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,-16965,-,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:28,CHS1,F0124346,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,20358,+,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:28,CHS1,F0124345,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,-16965,-,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:28,CHS1,F0124345,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,20358,+,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:27,CHS1,F0124334,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,-16965,-,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:27,CHS1,F0124334,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,20358,+,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:26,CHS1,F0124330,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,-16965,-,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:26,CHS1,F0124330,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,20358,+,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:26,CHS1,F0124324,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,-16965,-,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:26,CHS1,F0124324,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,20358,+,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:24,CHS1,F0124322,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,-33930,-,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:24,CHS1,F0124322,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,40716,+,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:24,CHS1,F0124321,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,-50895,-,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:24,CHS1,F0124321,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,61074,+,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:24,CHS1,F0124320,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,-101790,-,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:24,CHS1,F0124320,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,122148,+,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:23,CHS1,F0124319,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,-16965,-,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:23,CHS1,F0124319,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,20358,+,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:23,CHS1,F0124318,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,-33930,-,2022,Revenue,Grad Res Tuition
101111,31230,103,7/6/2021 20:23,CHS1,F0124318,IMBA Program,U,139020,,,7/6/2021 23:59,YTD,40716,+,2022,Revenue,Grad Res Tuition
101111,31230,103,7/1/2021 12:34,R03,F0124178,Correct F0124157,U,139020,,,7/1/2021 12:30,OBD,99670,+,2022,Revenue,Grad Res Tuition
101111,31230,103,7/1/2021 12:34,R03,F0124179,Reverse F0124157,U,139020,,,7/1/2021 12:31,OBD,-99670,-,2022,Revenue,Grad Res Tuition
101111,31230,103,7/1/2021 8:34,R03,F0124157,Establish FY 21-22 Budget,U,139020,,,7/1/2021 8:31,OBD,99670,+,2022,Revenue,Grad Res Tuition
10111X,31230,101,6/28/2022 16:32,R03,F0135409,decr budget for scholarships,U,141068,,,6/28/2022 15:00,OBD,-74000,-,2022,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,6/28/2022 16:32,R03,F0135409,decr budget for scholarships,U,141071,,,6/28/2022 15:00,OBD,-34000,-,2022,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,6/27/2022 8:32,R03,F0135337,Increase budget to match actual,U,125512,,,6/27/2022 8:00,OBD,1960,+,2022,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,6/24/2022 9:59,R03,J0162634,Increase budget to match actual,U,125512,,,6/24/2022 9:55,OBD,-1960,-,2022,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,6/23/2022 14:32,R03,F0135243,Increase budget to match actual,U,125512,,,6/23/2022 14:00,OBD,1960,+,2022,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,5/9/2022 16:32,R03,F0133483,Increase budget to match actual,U,125520,,,5/9/2022 15:00,OBD,14446,+,2022,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,1/26/2022 8:35,R03,F0130214,Decrease for scholarship,U,141068,,,1/26/2022 8:00,OBD,-20800,-,2022,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,7/16/2021 8:34,R03,F0124652,FY22 Est Bgt MSFIN Diff Tuit 101,U,141072,,,7/16/2021 8:30,OBD,268890,+,2022,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,7/16/2021 8:34,R03,F0124651,FY22 Est Bgt MSBAN Diff Tuit 101,U,141071,,,7/16/2021 8:30,OBD,968456,+,2022,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,7/16/2021 8:34,R03,F0124650,FY22 Est Bgt MSA Diff Tuit 101,U,125520,,,7/16/2021 8:30,OBD,187759,+,2022,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,7/16/2021 8:34,R03,F0124648,FY22 Est Bgt PMBA Diff Tuit 101,U,125510,,,7/16/2021 8:30,OBD,123208,+,2022,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,7/6/2021 16:35,R03,F0124303,FY22 Est Bgt BFC Diff Tuit 101,U,141069,,,7/6/2021 16:31,OBD,14966,+,2022,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,7/6/2021 16:35,R03,F0124301,FY22 Est Bgt MSCSIS Diff Tuit 101,U,125512,,,7/6/2021 16:31,OBD,1800,+,2022,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,7/6/2021 16:35,R03,F0124302,FY22 Est Bgt OMBA Diff Tuit 101,U,141068,,,7/6/2021 16:31,OBD,2078600,+,2022,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
101210,31200,103,8/2/2021 19:43,CHS1,F0125203,Horatio Alger Non-Res Tuition,U,139021,,,8/2/2021 23:59,YTD,2198.04,+,2022,Revenue,UG Non-Resident Tuition
101210,31200,103,7/30/2021 10:34,R03,F0125130,Establish FY 21-22 Budget,U,139021,,,7/30/2021 10:00,OBD,56038,+,2022,Revenue,UG Non-Resident Tuition
101211,31230,103,6/2/2022 19:44,CHS1,F0134445,IMBA Non-resident Tuition,U,139020,,,6/2/2022 23:59,YTD,524.34,+,2022,Revenue,Grad Non-Resid Tuition
101211,31230,103,5/19/2022 19:48,CHS1,F0133906,IMBA Non-resident Tuition,U,139020,,,5/19/2022 23:59,YTD,-524.34,-,2022,Revenue,Grad Non-Resid Tuition
101211,31230,103,5/18/2022 19:45,CHS1,F0133871,IMBA Non-resident Tuition,U,139020,,,5/18/2022 23:59,YTD,524.34,+,2022,Revenue,Grad Non-Resid Tuition
101211,31230,103,5/12/2022 19:45,CHS1,F0133656,IMBA Non-resident Tuition,U,139020,,,5/12/2022 23:59,YTD,-4194.72,-,2022,Revenue,Grad Non-Resid Tuition
101211,31230,103,5/11/2022 19:42,CHS1,F0133609,IMBA Non-resident Tuition,U,139020,,,5/11/2022 23:59,YTD,524.34,+,2022,Revenue,Grad Non-Resid Tuition
101211,31230,103,5/6/2022 19:45,CHS1,F0133414,IMBA Non-resident Tuition,U,139020,,,5/6/2022 23:59,YTD,3670.38,+,2022,Revenue,Grad Non-Resid Tuition
101211,31230,103,4/22/2022 19:41,CHS1,F0132966,IMBA Non-resident Tuition,U,139020,,,4/22/2022 23:59,YTD,524.34,+,2022,Revenue,Grad Non-Resid Tuition
101211,31230,103,3/22/2022 10:32,R03,F0131930,Decrease budget match actual,U,139020,,,3/22/2022 10:00,OBD,39831,+,2022,Revenue,Grad Non-Resid Tuition
101211,31230,103,3/22/2022 10:32,R03,F0131930,ReverseF0131514,U,139020,,,3/22/2022 10:00,OBD,39831,+,2022,Revenue,Grad Non-Resid Tuition
101211,31230,103,3/8/2022 14:32,R03,F0131514,Decrease budget match actual,U,139020,,,3/8/2022 14:30,OBD,-39831,-,2022,Revenue,Grad Non-Resid Tuition
101211,31230,103,2/25/2022 19:47,CHS1,F0131213,IMBA Non-resident Tuition,U,139020,,,2/25/2022 23:59,YTD,4000,+,2022,Revenue,Grad Non-Resid Tuition
101211,31230,103,1/20/2022 19:56,CHS1,F0130042,IMBA Non-resident Tuition,U,139020,,,1/20/2022 23:59,YTD,524.34,+,2022,Revenue,Grad Non-Resid Tuition
101211,31230,103,1/13/2022 19:56,CHS1,F0129880,IMBA Non-resident Tuition,U,139020,,,1/13/2022 23:59,YTD,524.34,+,2022,Revenue,Grad Non-Resid Tuition
101211,31230,103,1/5/2022 20:20,CHS1,F0129633,IMBA Non-resident Tuition,U,139020,,,1/5/2022 23:59,YTD,-524.34,-,2022,Revenue,Grad Non-Resid Tuition
101211,31230,103,12/14/2021 19:55,CHS1,F0129143,IMBA Non-resident Tuition,U,139020,,,12/14/2021 23:59,YTD,-2097.36,-,2022,Revenue,Grad Non-Resid Tuition
101211,31230,103,12/13/2021 20:03,CHS1,F0129102,IMBA Non-resident Tuition,U,139020,,,12/13/2021 23:59,YTD,-524.34,-,2022,Revenue,Grad Non-Resid Tuition
101211,31230,103,12/13/2021 20:03,CHS1,F0129102,IMBA Non-resident Tuition,U,139020,,,12/13/2021 23:59,YTD,524.34,+,2022,Revenue,Grad Non-Resid Tuition
101211,31230,103,12/3/2021 19:53,CHS1,F0128866,IMBA Non-resident Tuition,U,139020,,,12/3/2021 23:59,YTD,3146.04,+,2022,Revenue,Grad Non-Resid Tuition
101211,31230,103,11/22/2021 20:47,CHS1,F0128505,IMBA Non-resident Tuition,U,139020,,,11/22/2021 23:59,YTD,524.34,+,2022,Revenue,Grad Non-Resid Tuition
101211,31230,103,9/12/2021 23:43,CHS1,F0126454,IMBA Non-resident Tuition,U,139020,,,9/12/2021 23:59,YTD,524.34,+,2022,Revenue,Grad Non-Resid Tuition
101211,31230,103,8/17/2021 20:05,CHS1,F0125728,IMBA Non-resident Tuition,U,139020,,,8/17/2021 23:59,YTD,524.34,+,2022,Revenue,Grad Non-Resid Tuition
101211,31230,103,8/4/2021 19:42,CHS1,F0125264,IMBA Non-resident Tuition,U,139020,,,8/4/2021 23:59,YTD,524.34,+,2022,Revenue,Grad Non-Resid Tuition
101211,31230,103,7/1/2021 12:34,R03,F0124179,Reverse F0124157,U,139020,,,7/1/2021 12:31,OBD,-47502,-,2022,Revenue,Grad Non-Resid Tuition
101211,31230,103,7/1/2021 12:34,R03,F0124178,Correct F0124157,U,139020,,,7/1/2021 12:30,OBD,47502,+,2022,Revenue,Grad Non-Resid Tuition
101211,31230,103,7/1/2021 8:34,R03,F0124157,Establish FY 21-22 Budget,U,139020,,,7/1/2021 8:31,OBD,47502,+,2022,Revenue,Grad Non-Resid Tuition
10121X,31230,101,6/27/2022 8:32,R03,F0135337,Increase budget to match actual,U,125512,,,6/27/2022 8:00,OBD,60,+,2022,Dif Tuition Revenue Non-Resident,Dif Tuition Reporting - Non Resident
10121X,31230,101,6/24/2022 9:59,R03,J0162634,Increase budget to match actual,U,125512,,,6/24/2022 9:55,OBD,-60,-,2022,Dif Tuition Revenue Non-Resident,Dif Tuition Reporting - Non Resident
10121X,31230,101,6/23/2022 14:32,R03,F0135243,Increase budget to match actual,U,125512,,,6/23/2022 14:00,OBD,60,+,2022,Dif Tuition Revenue Non-Resident,Dif Tuition Reporting - Non Resident
10121X,31230,101,7/16/2021 8:34,R03,F0124652,FY22 Est Bgt MSFIN Diff Tuit 101,U,141072,,,7/16/2021 8:30,OBD,5100,+,2022,Dif Tuition Revenue Non-Resident,Dif Tuition Reporting - Non Resident
10121X,31230,101,7/16/2021 8:34,R03,F0124651,FY22 Est Bgt MSBAN Diff Tuit 101,U,141071,,,7/16/2021 8:30,OBD,15300,+,2022,Dif Tuition Revenue Non-Resident,Dif Tuition Reporting - Non Resident
10121X,31230,101,7/16/2021 8:34,R03,F0124650,FY22 Est Bgt MSA Diff Tuit 101,U,125520,,,7/16/2021 8:30,OBD,7758,+,2022,Dif Tuition Revenue Non-Resident,Dif Tuition Reporting - Non Resident
10121X,31230,101,7/16/2021 8:34,R03,F0124648,FY22 Est Bgt PMBA Diff Tuit 101,U,125510,,,7/16/2021 8:30,OBD,2567,+,2022,Dif Tuition Revenue Non-Resident,Dif Tuition Reporting - Non Resident
10121X,31230,101,7/6/2021 16:35,R03,F0124302,FY22 Est Bgt OMBA Diff Tuit 101,U,141068,,,7/6/2021 16:31,OBD,152985,+,2022,Dif Tuition Revenue Non-Resident,Dif Tuition Reporting - Non Resident
10121X,31230,101,7/6/2021 16:35,R03,F0124301,FY22 Est Bgt MSCSIS Diff Tuit 101,U,125512,,,7/6/2021 16:31,OBD,1800,+,2022,Dif Tuition Revenue Non-Resident,Dif Tuition Reporting - Non Resident
101400,31200,103,3/22/2022 10:32,R03,F0131927,Budget Realignment,U,213903,,,3/22/2022 10:00,OBD,-6375,-,2022,Revenue,Application Fee
101400,31200,103,8/2/2021 19:43,CHS1,F0125203,Horatio Alger Application Fee,U,213903,,,8/2/2021 23:59,YTD,600,+,2022,Revenue,Application Fee
101400,31200,103,7/30/2021 8:34,B01,F0125126,Establish FY 21-22 budget,U,213903,,,7/1/2021 23:59,OBD,6750,+,2022,Revenue,Application Fee
101400,31200,103,7/9/2021 12:01,CHS1,F0124476,Horatio Alger Application Fee,U,213903,,,7/9/2021 23:59,YTD,-225,-,2022,Revenue,Application Fee
101850,31230,103,6/6/2022 19:50,CHS1,F0134552,Spring IMBA Ed Tech Fee,U,274200,,,6/6/2022 23:59,YTD,59.44,+,2022,Revenue,Ed & Tech Fee
101850,31230,103,6/2/2022 19:44,CHS1,F0134445,Summ IMBA Ed Tech Fee,U,274200,,,6/2/2022 23:59,YTD,29.72,+,2022,Revenue,Ed & Tech Fee
101850,31230,103,5/26/2022 19:44,CHS1,F0134217,Spring IMBA Ed Tech Fee,U,274200,,,5/26/2022 23:59,YTD,52.44,+,2022,Revenue,Ed & Tech Fee
101850,31230,103,5/25/2022 19:48,CHS1,F0134108,Summ IMBA Ed Tech Fee,U,274200,,,5/25/2022 23:59,YTD,59.44,+,2022,Revenue,Ed & Tech Fee
101850,31230,103,5/19/2022 19:49,CHS1,F0133906,Summ IMBA Ed Tech Fee,U,274200,,,5/19/2022 23:59,YTD,-29.72,-,2022,Revenue,Ed & Tech Fee
101850,31230,103,5/18/2022 19:46,CHS1,F0133871,Summ IMBA Ed Tech Fee,U,274200,,,5/18/2022 23:59,YTD,118.88,+,2022,Revenue,Ed & Tech Fee
101850,31230,103,5/13/2022 19:48,CHS1,F0133702,Summ IMBA Ed Tech Fee,U,274200,,,5/13/2022 23:59,YTD,-29.72,-,2022,Revenue,Ed & Tech Fee
101850,31230,103,5/13/2022 19:48,CHS1,F0133702,Summ IMBA Ed Tech Fee,U,274200,,,5/13/2022 23:59,YTD,29.72,+,2022,Revenue,Ed & Tech Fee
101850,31230,103,5/12/2022 19:45,CHS1,F0133656,Summ IMBA Ed Tech Fee,U,274200,,,5/12/2022 23:59,YTD,-802.44,-,2022,Revenue,Ed & Tech Fee
101850,31230,103,5/11/2022 19:43,CHS1,F0133609,Summ IMBA Ed Tech Fee,U,274200,,,5/11/2022 23:59,YTD,89.16,+,2022,Revenue,Ed & Tech Fee
101850,31230,103,5/9/2022 19:42,CHS1,F0133507,Summ IMBA Ed Tech Fee,U,274200,,,5/9/2022 23:59,YTD,475.52,+,2022,Revenue,Ed & Tech Fee
101850,31230,103,5/6/2022 19:45,CHS1,F0133414,Summ IMBA Ed Tech Fee,U,274200,,,5/6/2022 23:59,YTD,237.76,+,2022,Revenue,Ed & Tech Fee
101850,31230,103,4/22/2022 19:41,CHS1,F0132966,Summ IMBA Ed Tech Fee,U,274200,,,4/22/2022 23:59,YTD,29.72,+,2022,Revenue,Ed & Tech Fee
