Account,Organization,Program,Transaction Date,Type,Document,Description,Commit Type,Fund,Column1,Column2,Activity Date,Field,Amount,Increase/Decrease,FY,Account Category,Account Desc
101111,31230,103,1/14/2020 19:39,CHS1,F0107930,IMBA Resident Tuition,U,139020,,,1/14/2020 23:59,YTD,231.32,+,2020,Revenue,Grad Res Tuition
101111,31230,103,1/13/2020 19:35,CHS1,F0107820,IMBA Resident Tuition,U,139020,,,1/12/2020 23:59,YTD,462.64,+,2020,Revenue,Grad Res Tuition
101111,31230,103,10/17/2019 20:16,CHS1,F0105622,IMBA Resident Tuition,U,139020,,,10/17/2019 23:59,YTD,-2775.84,-,2020,Revenue,Grad Res Tuition
101111,31230,103,10/3/2019 19:59,CHS1,F0105207,IMBA Resident Tuition,U,139020,,,10/3/2019 23:59,YTD,2775.84,+,2020,Revenue,Grad Res Tuition
101111,31230,103,9/23/2019 19:53,CHS1,F0104887,IMBA Resident Tuition,U,139020,,,9/23/2019 23:59,YTD,231.32,+,2020,Revenue,Grad Res Tuition
101111,31230,103,9/10/2019 20:07,CHS1,F0104592,IMBA Other Resident,U,139020,,,9/10/2019 23:59,YTD,925.28,+,2020,Revenue,Grad Res Tuition
101111,31230,103,8/22/2019 19:47,CHS1,F0104113,IMBA Other Resident,U,139020,,,8/22/2019 23:59,YTD,-3469.8,-,2020,Revenue,Grad Res Tuition
101111,31230,103,8/22/2019 19:47,CHS1,F0104112,IMBA Resident Tuition,U,139020,,,8/22/2019 23:59,YTD,2775.84,+,2020,Revenue,Grad Res Tuition
101111,31230,103,8/21/2019 19:54,CHS1,F0104081,IMBA Resident Tuition,U,139020,,,8/21/2019 23:59,YTD,3469.8,+,2020,Revenue,Grad Res Tuition
101111,31230,103,8/20/2019 20:02,CHS1,F0104044,IMBA Resident Tuition,U,139020,,,8/20/2019 23:59,YTD,231.32,+,2020,Revenue,Grad Res Tuition
101111,31230,103,8/14/2019 19:47,CHS1,F0103878,IMBA Other Resident,U,139020,,,8/14/2019 23:59,YTD,11103.36,+,2020,Revenue,Grad Res Tuition
101111,31230,103,8/13/2019 19:44,CHS1,F0103849,IMBA Other Resident,U,139020,,,8/13/2019 23:59,YTD,8790.16,+,2020,Revenue,Grad Res Tuition
101111,31230,103,8/7/2019 19:42,CHS1,F0103625,IMBA Resident Tuition,U,139020,,,8/7/2019 23:59,YTD,-231.32,-,2020,Revenue,Grad Res Tuition
101111,31230,103,8/7/2019 19:42,CHS1,F0103595,IMBA Resident Tuition,U,139020,,,8/7/2019 23:59,YTD,231.32,+,2020,Revenue,Grad Res Tuition
101111,31230,103,8/5/2019 19:38,CHS1,F0103524,IMBA Resident Tuition,U,139020,,,8/5/2019 23:59,YTD,2775.84,+,2020,Revenue,Grad Res Tuition
101111,31230,103,7/29/2019 19:36,CHS1,F0103342,IMBA Resident Tuition,U,139020,,,7/29/2019 23:59,YTD,2775.84,+,2020,Revenue,Grad Res Tuition
101111,31230,103,7/25/2019 20:39,CHS1,F0103256,IMBA Resident Tuition,U,139020,,,7/25/2019 23:59,YTD,2775.84,+,2020,Revenue,Grad Res Tuition
101111,31230,103,7/18/2019 19:33,CHS1,F0103028,IMBA Other Resident,U,139020,,,7/18/2019 23:59,YTD,693.96,+,2020,Revenue,Grad Res Tuition
101111,31230,103,7/12/2019 19:29,CHS1,F0102859,IMBA Resident Tuition,U,139020,,,7/12/2019 23:59,YTD,2775.84,+,2020,Revenue,Grad Res Tuition
101111,31230,103,7/11/2019 8:35,R03,F0102812,Establish FY19-20 Budget,U,139020,,,7/11/2019 8:00,OBD,102243,+,2020,Revenue,Grad Res Tuition
101111,31230,103,7/9/2019 19:29,CHS1,F0102754,IMBA Resident Tuition,U,139020,,,7/9/2019 23:59,YTD,2775.84,+,2020,Revenue,Grad Res Tuition
101111,31230,103,7/8/2019 19:30,CHS1,F0102741,IMBA Other Resident,U,139020,,,7/8/2019 23:59,YTD,13185.24,+,2020,Revenue,Grad Res Tuition
101111,31230,103,7/8/2019 19:29,CHS1,F0102711,IMBA Resident Tuition,U,139020,,,7/8/2019 23:59,YTD,2775.84,+,2020,Revenue,Grad Res Tuition
101111,31230,103,7/5/2019 19:26,CHS1,F0102669,IMBA Resident Tuition,U,139020,,,7/5/2019 23:59,YTD,2775.84,+,2020,Revenue,Grad Res Tuition
101111,31230,103,7/3/2019 19:29,CHS1,F0102652,IMBA Resident Tuition,U,139020,,,7/3/2019 23:59,YTD,-3469.8,-,2020,Revenue,Grad Res Tuition
101111,31230,103,7/3/2019 19:29,CHS1,F0102652,IMBA Other Resident,U,139020,,,7/3/2019 23:59,YTD,3469.8,+,2020,Revenue,Grad Res Tuition
101111,31230,103,7/2/2019 19:26,CHS1,F0102609,IMBA Resident Tuition,U,139020,,,7/2/2019 23:59,YTD,-231.32,-,2020,Revenue,Grad Res Tuition
101111,31230,103,7/2/2019 19:26,CHS1,F0102609,IMBA Resident Tuition,U,139020,,,7/2/2019 23:59,YTD,32616.12,+,2020,Revenue,Grad Res Tuition
101111,31230,103,7/1/2019 20:09,CHS1,F0102566,IMBA Resident Tuition,U,139020,,,7/1/2019 23:59,YTD,12491.28,+,2020,Revenue,Grad Res Tuition
101111,31230,103,7/1/2019 20:08,CHS1,F0102545,IMBA Resident Tuition,U,139020,,,7/1/2019 23:59,YTD,3007.16,+,2020,Revenue,Grad Res Tuition
101111,31230,103,7/1/2019 20:05,CHS1,F0102500,IMBA Resident Tuition,U,139020,,,7/1/2019 23:59,YTD,231.32,+,2020,Revenue,Grad Res Tuition
10111X,31230,101,6/8/2020 10:41,JE16,F0112100,Inc Revenue,U,141072,,,6/8/2020 10:30,YTD,8249.89,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,6/8/2020 10:41,JE16,F0112100,Inc Revenue,U,125510,,,6/8/2020 10:30,YTD,23382.65,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,6/8/2020 10:41,JE16,F0112100,Inc Revenue,U,141071,,,6/8/2020 10:30,YTD,69749.08,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,6/8/2020 10:41,JE16,F0112100,Inc Revenue,U,141068,,,6/8/2020 10:30,YTD,189808.65,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,6/3/2020 10:35,R03,F0111969,increased revenues per actual,U,141068,,,6/3/2020 10:00,OBD,326034,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,4/16/2020 16:35,R03,F0110666,decrease revenue,U,125520,,,4/16/2020 15:00,OBD,-74000,-,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,4/16/2020 16:35,JE16,F0110665,Decrease Revenues,U,141069,,,4/16/2020 15:00,YTD,-2750.84,-,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,4/16/2020 16:35,JE16,F0110665,Increase Revenues,U,125512,,,4/16/2020 15:00,YTD,22.48,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,4/16/2020 16:35,JE16,F0110665,Increase Revenues,U,125510,,,4/16/2020 15:00,YTD,85.61,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,4/16/2020 16:35,JE16,F0110665,Increase Revenues,U,141072,,,4/16/2020 15:00,YTD,10499.88,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,4/16/2020 16:35,JE16,F0110665,Increase Revenues,U,141071,,,4/16/2020 15:00,YTD,101998.87,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,4/16/2020 16:35,JE16,F0110665,Increase Revenues,U,141068,,,4/16/2020 15:00,YTD,203562.71,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,4/16/2020 14:35,JE16,F0110658,mv rev from operating,U,125520,,,4/16/2020 14:00,YTD,-74000,-,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,3/19/2020 10:35,R03,F0109890,increase budgeted revenue,U,125520,,,3/19/2020 10:00,OBD,64573,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,2/25/2020 14:35,R03,F0109164,Increase budget to recognize rev,U,141069,,,2/25/2020 14:00,OBD,4768,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,2/18/2020 16:32,JE16,F0108939,transfer revenue to 167021,U,125520,,,2/18/2020 16:00,YTD,-1000,-,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,1/22/2020 12:35,JE16,F0108115,Trsf Revenues,U,125512,,,1/22/2020 12:00,YTD,854.01,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,1/22/2020 12:35,JE16,F0108115,Trsf Revenues,U,141069,,,1/22/2020 12:00,YTD,6051.86,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,1/22/2020 12:35,JE16,F0108115,Trsf Revenues,U,141072,,,1/22/2020 12:00,YTD,17249.14,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,1/22/2020 12:35,JE16,F0108115,Trsf Revenues,U,125510,,,1/22/2020 12:00,YTD,42793,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,1/22/2020 12:35,JE16,F0108115,Trsf Revenues,U,141071,,,1/22/2020 12:00,YTD,105748.3,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,1/22/2020 12:35,JE16,F0108115,Trsf Revenues,U,125520,,,1/22/2020 12:00,YTD,171432.49,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,1/22/2020 12:35,JE16,F0108115,Trsf Revenues,U,141068,,,1/22/2020 12:00,YTD,183752.61,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,12/18/2019 14:32,JE16,F0107318,Move Revenues,U,141072,,,12/18/2019 13:00,YTD,12000.15,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,12/18/2019 14:32,JE16,F0107318,Move Revenues,U,141071,,,12/18/2019 13:00,YTD,95998.87,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,12/18/2019 14:32,JE16,F0107318,Move Revenues,U,141069,,,12/18/2019 13:00,YTD,-550.17,-,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,12/18/2019 14:32,JE16,F0107318,Move Revenues,U,125512,,,12/18/2019 13:00,YTD,-89.9,-,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,12/18/2019 14:32,JE16,F0107318,Move Revenues,U,125510,,,12/18/2019 13:00,YTD,-50.06,-,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,12/18/2019 14:32,JE16,F0107318,Move Revenues,U,141068,,,12/18/2019 13:00,YTD,193662.19,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,11/5/2019 15:14,JE16,J0139892,Move revenues to the ocrrect fund,U,125520,,,11/5/2019 15:08,YTD,-87000,-,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,8/30/2019 12:32,JE16,F0104402,Increase Revenues,U,125512,,,8/30/2019 12:00,YTD,876.48,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,8/30/2019 12:32,JE16,F0104402,Increase Revenues,U,141069,,,8/30/2019 12:00,YTD,3851.19,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,8/30/2019 12:32,JE16,F0104402,Increase Revenues,U,141072,,,8/30/2019 12:00,YTD,21000.21,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,8/30/2019 12:32,JE16,F0104402,Increase Revenues,U,125510,,,8/30/2019 12:00,YTD,46027.09,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,8/30/2019 12:32,JE16,F0104402,Increase Revenues,U,141071,,,8/30/2019 12:00,YTD,92249.72,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,8/30/2019 12:32,JE16,F0104402,Increase Revenues,U,141068,,,8/30/2019 12:00,YTD,156249.94,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,8/30/2019 12:32,JE16,F0104402,Increase Revenues,U,125520,,,8/30/2019 12:00,YTD,178049.18,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,8/1/2019 10:32,R03,F0103458,FY20 MS CSIS Diff Tuit 101,U,125512,,,8/1/2019 10:30,OBD,2484,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,8/1/2019 10:32,R03,F0103458,FY20 EMBA Diff Tuit 101,U,141068,,,8/1/2019 10:30,OBD,601002,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,8/1/2019 10:32,R03,F0103458,FY20 PMBA Diff Tuit 101,U,125510,,,8/1/2019 10:30,OBD,129088,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,8/1/2019 10:32,R03,F0103457,FY20 BFC Diff Tuit 101,U,141069,,,8/1/2019 10:30,OBD,4585,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,8/1/2019 10:32,R03,F0103458,FY20 MSAC Diff Tuit 101,U,125520,,,8/1/2019 10:30,OBD,196908,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,8/1/2019 10:32,R03,F0103457,FY20 MS FIN Diff Tuit 101,U,141072,,,8/1/2019 10:30,OBD,106000,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,8/1/2019 10:32,R03,F0103457,FY20 MS BAN Diff Tuit 101,U,141071,,,8/1/2019 10:30,OBD,594150,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,7/8/2019 14:35,B02,F0102729,Decrease Rev Budget,U,141071,,,7/8/2019 14:30,ABD,29217,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,7/8/2019 14:35,B02,F0102729,Increase Rev Budget,U,141068,,,7/8/2019 14:30,ABD,-60037,-,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,7/8/2019 14:35,B02,F0102729,Increase Rev Budget,U,125520,,,7/8/2019 14:30,ABD,-9350,-,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,7/8/2019 14:35,B02,F0102729,Increase Rev Budget,U,125510,,,7/8/2019 14:30,ABD,-7121,-,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,7/8/2019 14:35,B02,F0102729,Increase Rev Budget,U,141069,,,7/8/2019 14:30,ABD,-1661,-,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,7/8/2019 14:35,B02,F0102729,Decrease Rev Budget,U,125512,,,7/8/2019 14:30,ABD,561,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,7/8/2019 14:35,B02,F0102719,Decrease Rev Budget,U,141071,,,7/8/2019 14:30,ABD,-29217,-,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,7/8/2019 14:35,B02,F0102719,Decrease Rev Budget,U,125512,,,7/8/2019 14:30,ABD,-561,-,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,7/8/2019 14:35,B02,F0102719,Increase Rev Budget,U,141069,,,7/8/2019 14:30,ABD,1661,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,7/8/2019 14:35,B02,F0102719,Increase Rev Budget,U,125510,,,7/8/2019 14:30,ABD,7121,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,7/8/2019 14:35,B02,F0102719,Increase Rev Budget,U,125520,,,7/8/2019 14:30,ABD,9350,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
10111X,31230,101,7/8/2019 14:35,B02,F0102719,Increase Rev Budget,U,141068,,,7/8/2019 14:30,ABD,60037,+,2020,Dif Tuition Revenue-Resident,Dif Tuition  Reporting - Resident
101210,31200,103,6/5/2020 19:41,CHS1,F0112040,Horatio Alger Non-Res Tuition,U,139021,,,6/5/2020 23:59,YTD,-4903.32,-,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/28/2020 14:35,R03,F0111794,Reverse F0111651,U,139021,,,5/28/2020 13:00,OBD,-6762,-,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/28/2020 12:35,R03,F0111791,Revenue - support instruction,U,139021,,,5/28/2020 12:30,OBD,900,+,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/28/2020 12:35,R03,F0111790,Correct F0111651,U,139021,,,5/28/2020 12:30,OBD,6762,+,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/27/2020 19:35,CHS1,F0111750,Horatio Alger Non-Res Tuition,U,139021,,,5/27/2020 23:59,YTD,900.6,+,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/24/2020 18:26,R03,F0111651,Recognize increased revenues,U,139021,,,5/22/2020 23:59,OBD,6762,+,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/21/2020 19:35,CHS1,F0111621,Horatio Alger Non-Res Tuition,U,139021,,,5/21/2020 23:59,YTD,-900.6,-,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/21/2020 19:35,CHS1,F0111606,Horatio Alger Non-Res Tuition,U,139021,,,5/21/2020 23:59,YTD,900.6,+,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/20/2020 19:32,CHS1,F0111587,Horatio Alger Non-Res Tuition,U,139021,,,5/20/2020 23:59,YTD,-900.6,-,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/20/2020 19:32,CHS1,F0111587,Horatio Alger Non-Res Tuition,U,139021,,,5/20/2020 23:59,YTD,900.6,+,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/20/2020 19:32,CHS1,F0111586,Horatio Alger Non-Res Tuition,U,139021,,,5/20/2020 23:59,YTD,900.6,+,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/19/2020 19:32,CHS1,F0111573,Horatio Alger Non-Res Tuition,U,139021,,,5/19/2020 23:59,YTD,-1801.2,-,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/19/2020 19:32,CHS1,F0111573,Horatio Alger Non-Res Tuition,U,139021,,,5/19/2020 23:59,YTD,2701.8,+,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/19/2020 10:35,R03,F0111555,Increase budget increased revenue,U,139021,,,5/19/2020 10:00,OBD,11250,+,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/18/2020 19:35,CHS1,F0111519,Horatio Alger Non-Res Tuition,U,139021,,,5/18/2020 23:59,YTD,-1801.2,-,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/18/2020 19:35,CHS1,F0111519,Horatio Alger Non-Res Tuition,U,139021,,,5/18/2020 23:59,YTD,3602.4,+,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/18/2020 19:35,CHS1,F0111519,Horatio Alger Non-Res Tuition,U,139021,,,5/18/2020 23:59,YTD,3602.4,+,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/15/2020 19:32,CHS1,F0111463,Horatio Alger Non-Res Tuition,U,139021,,,5/15/2020 23:59,YTD,11707.8,+,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/14/2020 19:32,CHS1,F0111430,Horatio Alger Non-Res Tuition,U,139021,,,5/14/2020 23:59,YTD,-900.6,-,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/14/2020 19:32,CHS1,F0111430,Horatio Alger Non-Res Tuition,U,139021,,,5/14/2020 23:59,YTD,1801.2,+,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/13/2020 19:35,CHS1,F0111416,Horatio Alger Non-Res Tuition,U,139021,,,5/13/2020 23:59,YTD,-2701.8,-,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/13/2020 19:35,CHS1,F0111416,Horatio Alger Non-Res Tuition,U,139021,,,5/13/2020 23:59,YTD,900.6,+,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/13/2020 19:35,CHS1,F0111416,Horatio Alger Non-Res Tuition,U,139021,,,5/13/2020 23:59,YTD,900.6,+,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/13/2020 10:35,R03,F0111396,realign budget  increased students,U,139021,,,5/13/2020 10:00,OBD,6194,+,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/12/2020 8:35,CHS1,F0111323,Horatio Alger Non-Res Tuition,U,139021,,,5/11/2020 23:59,YTD,-2701.8,-,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/12/2020 8:35,CHS1,F0111323,Horatio Alger Non-Res Tuition,U,139021,,,5/11/2020 23:59,YTD,-900.6,-,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/12/2020 8:35,CHS1,F0111323,Horatio Alger Non-Res Tuition,U,139021,,,5/11/2020 23:59,YTD,900.6,+,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/12/2020 8:35,CHS1,F0111323,Horatio Alger Non-Res Tuition,U,139021,,,5/11/2020 23:59,YTD,2701.8,+,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/8/2020 19:32,CHS1,F0111282,Horatio Alger Non-Res Tuition,U,139021,,,5/8/2020 23:59,YTD,-2701.8,-,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/8/2020 19:32,CHS1,F0111244,Horatio Alger Non-Res Tuition,U,139021,,,5/8/2020 23:59,YTD,4503,+,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/7/2020 19:29,CHS1,F0111211,Horatio Alger Non-Res Tuition,U,139021,,,5/7/2020 23:59,YTD,-900.6,-,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/7/2020 19:29,CHS1,F0111211,Horatio Alger Non-Res Tuition,U,139021,,,5/7/2020 23:59,YTD,8105.4,+,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/6/2020 19:32,CHS1,F0111181,Horatio Alger Non-Res Tuition,U,139021,,,5/6/2020 23:59,YTD,-900.6,-,2020,Revenue,UG Non-Resident Tuition
101210,31200,103,5/6/2020 19:32,CHS1,F0111164,Horatio Alger Non-Res Tuition,U,139021,,,5/6/2020 23:59,YTD,900.6,+,2020,Revenue,UG Non-Resident Tuition
